OrderID,RowID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,AddressID,ProductID,Category,SubCategory,ProductName,SupplierPrice,Quantity,SalePrice,Discount,Profit,OrderYear,OrderMonth
CA-2015-102848,532,2015-11-07,11/9/2015,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,002,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,178.8,1,190.72,0.2,11.92,2015,11
CA-2015-102855,9005,2015-04-05,4/6/2015,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Spokane,Washington,99207,West,322,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,2.18,8,23.84,0.0,6.44,2015,4
CA-2015-102855,9004,2015-04-05,4/6/2015,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Spokane,Washington,99207,West,322,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,35.59,6,239.94,0.0,26.39,2015,4
CA-2015-102876,5011,2015-09-07,9/14/2015,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,064,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,2.95,3,4.92,0.7,-3.94,2015,9
CA-2015-102876,5009,2015-09-07,9/14/2015,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,064,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,16.5,1,9.52,0.7,-6.98,2015,9
CA-2015-102876,5010,2015-09-07,9/14/2015,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,064,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,153.99,6,791.96,0.4,-131.99,2015,9
CA-2015-103072,7215,2015-09-27,9/30/2015,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,186,OFF-AR-10000127,Office Supplies,Art,Newell 321,2.33,5,16.4,0.0,4.76,2015,9
CA-2015-103072,7216,2015-09-27,9/30/2015,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,186,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,3.37,4,25.92,0.0,12.44,2015,9
CA-2015-103093,7764,2015-02-03,2/7/2015,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Columbus,Georgia,31907,South,113,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,4.39,9,74.52,0.0,35.02,2015,2
CA-2015-103135,6498,2015-07-24,7/28/2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,176,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",4.96,3,20.94,0.0,6.07,2015,7
CA-2015-103135,6499,2015-07-24,7/28/2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,176,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",8.11,15,225.15,0.0,103.57,2015,7
CA-2015-103135,6500,2015-07-24,7/28/2015,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,176,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,15.39,14,279.86,0.0,64.37,2015,7
CA-2015-103177,5515,2015-05-30,6/1/2015,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,030,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",57.72,2,160.32,0.0,44.89,2015,5
CA-2015-103177,5516,2015-05-30,6/1/2015,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,030,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,41.66,3,128.85,0.0,3.87,2015,5
CA-2015-103177,5514,2015-05-30,6/1/2015,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,030,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,79.19,3,239.97,0.0,2.4,2015,5
CA-2015-103205,3768,2015-12-08,12/10/2015,Second Class,JJ-15760,Joel Jenkins,Home Office,United States,Houston,Texas,77036,Central,067,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),21.59,5,119.96,0.2,12.0,2015,12
CA-2015-103716,6592,2015-04-30,5/6/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,095,OFF-AR-10000658,Office Supplies,Art,Newell 324,8.32,3,34.65,0.0,9.7,2015,4
CA-2015-103716,6593,2015-04-30,5/6/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,095,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3.61,5,19.8,0.2,1.73,2015,4
CA-2015-103723,2715,2015-12-01,12/6/2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,060,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,1.67,5,13.9,0.0,5.56,2015,12
CA-2015-103772,9972,2015-06-28,7/2/2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,270,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",19.71,5,140.75,0.0,42.22,2015,6
CA-2015-103772,9971,2015-06-28,7/2/2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,270,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,32.28,2,119.56,0.0,55.0,2015,6
CA-2015-103793,1531,2015-03-26,3/31/2015,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,230,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,17.04,3,74.35,0.2,23.24,2015,3
CA-2015-103835,5771,2015-09-24,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,004,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",3.43,3,14.91,0.0,4.62,2015,9
CA-2015-103835,5772,2015-09-24,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,004,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,205.57,4,1158.12,0.0,335.85,2015,9
CA-2015-103870,8729,2015-12-27,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,109,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,61.46,2,131.1,0.2,8.19,2015,12
CA-2015-103870,8728,2015-12-27,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,109,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",12.45,3,53.35,0.2,16.01,2015,12
CA-2015-103870,8730,2015-12-27,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,109,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,6.75,3,22.51,0.2,2.25,2015,12
CA-2015-103870,8727,2015-12-27,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,109,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,1.34,3,4.73,0.2,0.71,2015,12
CA-2015-103870,8731,2015-12-27,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,109,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.21,7,72.74,0.2,-12.73,2015,12
CA-2015-103933,5726,2015-09-25,9/27/2015,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,165,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,55.99,9,899.91,0.0,395.96,2015,9
CA-2015-103954,5035,2015-08-09,8/13/2015,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,202,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,127.86,5,687.4,0.0,48.12,2015,8
CA-2015-103961,3814,2015-11-05,11/9/2015,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Quincy,Illinois,62301,Central,117,OFF-LA-10004484,Office Supplies,Labels,Avery 476,2.23,6,19.82,0.2,6.44,2015,11
CA-2015-104038,9085,2015-02-06,2/8/2015,First Class,LO-17170,Lori Olson,Corporate,United States,Suffolk,Virginia,23434,South,304,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,3.29,5,29.9,0.0,13.46,2015,2
CA-2015-104038,9084,2015-02-06,2/8/2015,First Class,LO-17170,Lori Olson,Corporate,United States,Suffolk,Virginia,23434,South,304,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,47.93,3,146.73,0.0,2.93,2015,2
CA-2015-104052,9445,2015-03-01,3/2/2015,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019,Central,282,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,15.27,4,95.84,0.2,34.74,2015,3
CA-2015-104059,8274,2015-06-13,6/15/2015,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Springfield,Ohio,45503,East,158,OFF-AR-10000634,Office Supplies,Art,Newell 320,3.12,1,3.42,0.2,0.3,2015,6
CA-2015-104115,6914,2015-06-12,6/16/2015,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,West Palm Beach,Florida,33407,South,583,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,25.89,2,55.98,0.2,4.2,2015,6
CA-2015-104129,4541,2015-02-27,3/2/2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,260,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",74.59,7,493.92,0.3,-28.22,2015,2
CA-2015-104129,4540,2015-02-27,3/2/2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,260,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.46,2,105.98,0.0,1.06,2015,2
CA-2015-104241,5647,2015-01-04,1/9/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,213,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,8.79,14,192.22,0.0,69.2,2015,1
CA-2015-104297,9881,2015-05-29,5/31/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Cleveland,Ohio,44105,East,178,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,18.78,3,85.06,0.2,28.71,2015,5
CA-2015-104346,4786,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",53.34,4,69.58,0.7,-143.79,2015,12
CA-2015-104346,4790,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,8.79,5,54.92,0.2,10.98,2015,12
CA-2015-104346,4789,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",4.15,9,52.42,0.2,15.07,2015,12
CA-2015-104346,4791,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,122.62,5,364.95,0.5,-248.17,2015,12
CA-2015-104346,4785,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,OFF-AR-10001473,Office Supplies,Art,Newell 313,2.39,5,13.12,0.2,1.15,2015,12
CA-2015-104346,4787,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,OFF-AR-10001545,Office Supplies,Art,Newell 326,1.25,3,4.22,0.2,0.48,2015,12
CA-2015-104346,4792,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,18.78,3,85.06,0.2,28.71,2015,12
CA-2015-104346,4793,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,6.0,3,27.7,0.2,9.69,2015,12
CA-2015-104346,4788,2015-12-11,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,098,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,16.15,4,58.08,0.2,-6.53,2015,12
CA-2015-104486,6348,2015-05-01,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,010,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7.76,1,12.18,0.2,4.41,2015,5
CA-2015-104486,6349,2015-05-01,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,010,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,8.96,3,37.32,0.0,10.45,2015,5
CA-2015-104486,6350,2015-05-01,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,010,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",12.27,2,35.06,0.0,10.52,2015,5
CA-2015-104493,2043,2015-10-02,10/8/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,189,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,6.23,6,57.5,0.2,20.13,2015,10
CA-2015-104514,2488,2015-01-02,1/4/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,286,OFF-AR-10001473,Office Supplies,Art,Newell 313,2.39,3,9.84,0.0,2.66,2015,1
CA-2015-104514,2489,2015-01-02,1/4/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,286,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,3.47,3,20.04,0.0,9.62,2015,1
CA-2015-104514,2487,2015-01-02,1/4/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,286,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",31.64,2,85.52,0.0,22.24,2015,1
CA-2015-104626,2817,2015-09-01,9/8/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,118,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",45.56,1,60.74,0.0,15.18,2015,9
CA-2015-104626,2818,2015-09-01,9/8/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,118,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,48.5,2,124.36,0.0,27.36,2015,9
CA-2015-104626,2816,2015-09-01,9/8/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,118,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,12.61,5,114.6,0.0,51.57,2015,9
CA-2015-104626,2819,2015-09-01,9/8/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,118,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,128.84,6,1088.76,0.0,315.74,2015,9
CA-2015-104871,7002,2015-03-30,4/3/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,585,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",119.19,4,366.74,0.3,-110.02,2015,3
CA-2015-104941,3703,2015-06-13,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,034,OFF-AR-10004269,Office Supplies,Art,Newell 31,2.97,6,24.78,0.0,6.94,2015,6
CA-2015-104941,3704,2015-06-13,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,034,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,3.45,3,19.14,0.0,8.8,2015,6
CA-2015-104941,3706,2015-06-13,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,034,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,3.37,5,32.4,0.0,15.55,2015,6
CA-2015-104941,3705,2015-06-13,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,034,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,194.99,3,899.97,0.0,314.99,2015,6
CA-2015-104948,9932,2015-11-13,11/17/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,343,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,180.88,4,683.33,0.15,-40.2,2015,11
CA-2015-104948,9931,2015-11-13,11/17/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,343,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",3.21,2,9.87,0.2,3.46,2015,11
CA-2015-104948,9933,2015-11-13,11/17/2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,343,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,2.35,7,29.96,0.0,13.48,2015,11
CA-2015-105102,2327,2015-09-15,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,046,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",45.22,1,46.38,0.2,1.16,2015,9
CA-2015-105102,2326,2015-09-15,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,046,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,16.64,3,79.87,0.2,29.95,2015,9
CA-2015-105102,2328,2015-09-15,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,046,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,3.37,2,12.96,0.0,6.22,2015,9
CA-2015-105158,5282,2015-09-05,9/10/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,039,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,1.6,2,6.16,0.0,2.96,2015,9
CA-2015-105158,5283,2015-09-05,9/10/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,039,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,6.51,3,36.84,0.0,17.31,2015,9
CA-2015-105221,1648,2015-11-01,11/3/2015,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,012,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",1.94,2,3.17,0.2,-0.71,2015,11
CA-2015-105221,1647,2015-11-01,11/3/2015,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,012,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,19.23,2,35.36,0.2,-3.09,2015,11
CA-2015-105312,1008,2015-11-06,11/9/2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,058,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.64,3,4.4,0.7,-3.52,2015,11
CA-2015-105312,1007,2015-11-06,11/9/2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,058,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",1.53,3,7.08,0.2,2.48,2015,11
CA-2015-105347,1779,2015-11-24,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,026,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,1.62,5,14.7,0.0,6.62,2015,11
CA-2015-105347,1778,2015-11-24,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,026,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,20.9,9,368.91,0.0,180.77,2015,11
CA-2015-105361,6776,2015-03-29,4/4/2015,Standard Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10024,East,024,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",2.38,4,17.64,0.0,8.11,2015,3
CA-2015-105508,9919,2015-09-24,9/29/2015,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,10035,East,046,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",21.99,1,39.98,0.0,17.99,2015,9
CA-2015-105571,6049,2015-11-07,11/11/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,230,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,475.4,5,1345.48,0.7,-1031.54,2015,11
CA-2015-105571,6048,2015-11-07,11/11/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,230,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,3.23,9,16.15,0.7,-12.92,2015,11
CA-2015-105599,4109,2015-09-07,9/7/2015,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011,East,165,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,13.86,3,27.41,0.4,-14.16,2015,9
CA-2015-105599,4108,2015-09-07,9/7/2015,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011,East,165,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,6.84,2,13.96,0.0,0.28,2015,9
CA-2015-105613,6137,2015-10-18,10/22/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,479,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,43.29,6,73.16,0.8,-186.57,2015,10
CA-2015-105613,6136,2015-10-18,10/22/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,479,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",8.08,3,27.7,0.2,3.46,2015,10
CA-2015-105627,3995,2015-03-08,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,310,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",138.49,3,512.94,0.0,97.46,2015,3
CA-2015-105627,3996,2015-03-08,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,310,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,95.93,7,860.93,0.0,189.4,2015,3
CA-2015-105627,3999,2015-03-08,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,310,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,48.5,6,373.08,0.0,82.08,2015,3
CA-2015-105627,3998,2015-03-08,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,310,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,10.49,1,14.98,0.0,4.49,2015,3
CA-2015-105627,3997,2015-03-08,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,310,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,109.33,5,769.95,0.0,223.29,2015,3
CA-2015-105634,1918,2015-11-08,11/14/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,118,OFF-AR-10001573,Office Supplies,Art,American Pencil,1.65,5,11.65,0.0,3.38,2015,11
CA-2015-105690,4285,2015-11-21,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,484,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,161.07,2,246.13,0.32,-76.01,2015,11
CA-2015-105690,4286,2015-11-21,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,484,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,3.87,2,11.7,0.2,3.95,2015,11
CA-2015-105690,4287,2015-11-21,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,484,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,275.0,1,439.99,0.2,165.0,2015,11
CA-2015-105725,4740,2015-02-18,2/24/2015,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,107,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,36.43,1,35.54,0.2,-0.89,2015,2
CA-2015-105725,4739,2015-02-18,2/24/2015,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,107,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",16.49,2,61.06,0.0,28.09,2015,2
CA-2015-105844,7089,2015-10-25,10/27/2015,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Sparks,Nevada,89431,West,385,OFF-AR-10001955,Office Supplies,Art,Newell 319,13.89,4,79.36,0.0,23.81,2015,10
CA-2015-105970,1128,2015-03-02,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,239,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,7.52,1,10.16,0.0,2.64,2015,3
CA-2015-105970,1129,2015-03-02,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,239,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,8.49,6,101.88,0.0,50.94,2015,3
