RowID,OrderID,OrderDate,OrderWeekday,OrderMonth,OrderQuarter,OrderYear,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,AddressID,ProductID,Category,SubCategory,ProductName,SupplierPrice,Quantity,SalePrice,Discount,Profit
183,CA-2014-158274,2014-11-19,Wed,11,Q4,2014,11/24/2014,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,69,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,93.23,4,503.96,0.0,131.03
184,CA-2014-158274,2014-11-19,Wed,11,Q4,2014,11/24/2014,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,69,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),21.59,5,149.95,0.0,41.99
7289,CA-2014-158281,2014-09-02,Tue,9,Q3,2014,9/7/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central,15,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,226.99,3,559.71,0.4,-121.27
3442,CA-2014-158337,2014-03-11,Tue,3,Q1,2014,3/14/2014,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024,East,24,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",4.28,14,108.92,0.0,49.01
3205,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,14.36,2,39.88,0.0,11.17
3207,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",7.66,5,53.2,0.0,14.9
3208,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,2.69,8,39.84,0.0,18.33
3206,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",4.28,8,62.24,0.0,28.01
3204,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,6.7,1,10.99,0.0,4.29
3203,CA-2014-158372,2014-11-10,Mon,11,Q4,2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,89,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,67.67,8,601.54,0.2,60.15
5101,CA-2014-158442,2014-03-17,Mon,3,Q1,2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,163,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.06,2,4.45,0.2,0.33
5102,CA-2014-158442,2014-03-17,Mon,3,Q1,2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,163,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,3.3,1,5.18,0.2,1.88
5103,CA-2014-158442,2014-03-17,Mon,3,Q1,2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,163,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,3.37,3,15.55,0.2,5.44
7843,CA-2014-158470,2014-04-19,Sat,4,Q2,2014,4/23/2014,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,102,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,10.45,3,58.05,0.0,26.7
7844,CA-2014-158470,2014-04-19,Sat,4,Q2,2014,4/23/2014,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,102,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,3.37,11,71.28,0.0,34.21
1011,CA-2014-158540,2014-11-24,Mon,11,Q4,2014,11/26/2014,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,89,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",31.1,4,151.72,0.0,27.31
3539,CA-2014-158771,2014-05-09,Fri,5,Q2,2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,1,OFF-LA-10001641,Office Supplies,Labels,Avery 518,1.64,3,9.45,0.0,4.54
3540,CA-2014-158771,2014-05-09,Fri,5,Q2,2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,1,OFF-LA-10003121,Office Supplies,Labels,Avery 506,2.23,5,20.65,0.0,9.5
3541,CA-2014-158771,2014-05-09,Fri,5,Q2,2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,1,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3.37,7,45.36,0.0,21.77
3538,CA-2014-158771,2014-05-09,Fri,5,Q2,2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,1,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,22.76,3,83.25,0.0,14.98
6423,CA-2014-159121,2014-07-26,Sat,7,Q3,2014,8/1/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020,West,541,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,11.03,7,111.93,0.0,34.7
3623,CA-2014-159184,2014-09-14,Sun,9,Q3,2014,9/19/2014,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,258,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",17.94,5,142.4,0.0,52.69
3624,CA-2014-159184,2014-09-14,Sun,9,Q3,2014,9/19/2014,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,258,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,1.86,2,7.16,0.0,3.44
4781,CA-2014-159310,2014-11-07,Fri,11,Q4,2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,33,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",170.79,4,683.14,0.3,0.0
4782,CA-2014-159310,2014-11-07,Fri,11,Q4,2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,33,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.23,3,1.48,0.8,-2.21
4783,CA-2014-159310,2014-11-07,Fri,11,Q4,2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,33,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,5.31,7,40.71,0.2,3.56
1098,CA-2014-159338,2014-06-25,Wed,6,Q2,2014,6/28/2014,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,14,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,87.33,5,447.84,0.2,11.2
3284,CA-2014-159478,2014-09-30,Tue,9,Q3,2014,10/6/2014,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,46,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",3.35,3,15.24,0.0,5.18
2142,CA-2014-159520,2014-06-06,Fri,6,Q2,2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,256,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",446.29,3,991.76,0.4,-347.12
2140,CA-2014-159520,2014-06-06,Fri,6,Q2,2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,256,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,11.01,9,149.54,0.2,50.47
2141,CA-2014-159520,2014-06-06,Fri,6,Q2,2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,256,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,6.34,2,17.14,0.0,4.46
7101,CA-2014-159625,2014-11-23,Sun,11,Q4,2014,11/28/2014,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Scottsdale,Arizona,85254,West,58,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,4.89,3,23.47,0.2,8.8
5279,CA-2014-159681,2014-12-07,Sun,12,Q4,2014,12/13/2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464,South,221,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,14.25,4,105.52,0.0,48.54
5197,CA-2014-159709,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,299,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",26.88,3,158.13,0.0,77.48
5198,CA-2014-159709,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,299,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",7.85,5,43.6,0.2,4.36
5549,CA-2014-159800,2014-11-28,Fri,11,Q4,2014,12/1/2014,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109,West,10,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,10.63,3,43.68,0.0,11.79
5550,CA-2014-159800,2014-11-28,Fri,11,Q4,2014,12/1/2014,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109,West,10,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,14.99,7,139.93,0.0,34.98
9402,CA-2014-159814,2014-06-24,Tue,6,Q2,2014,6/28/2014,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705,West,116,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,1.66,2,4.27,0.2,0.96
3603,CA-2014-159835,2014-11-17,Mon,11,Q4,2014,11/24/2014,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,106,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,150.38,5,657.93,0.3,-93.99
3602,CA-2014-159835,2014-11-17,Mon,11,Q4,2014,11/24/2014,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,106,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",4.28,2,12.45,0.2,3.89
8575,CA-2014-159849,2014-09-19,Fri,9,Q3,2014,9/19/2014,Same Day,JK-15640,Jim Kriz,Home Office,United States,San Francisco,California,94110,West,95,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,1.85,3,5.67,0.0,0.11
4983,CA-2014-160066,2014-11-16,Sun,11,Q4,2014,11/22/2014,Standard Class,AH-10075,Adam Hart,Corporate,United States,Huntington Beach,California,92646,West,126,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,1.41,2,5.22,0.0,2.4
8636,CA-2014-160094,2014-04-30,Wed,4,Q2,2014,5/2/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,176,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,25.89,5,174.95,0.0,45.49
8637,CA-2014-160094,2014-04-30,Wed,4,Q2,2014,5/2/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,176,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,122.25,5,826.0,0.0,214.76
4419,CA-2014-160157,2014-12-20,Sat,12,Q4,2014,12/27/2014,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,73,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,70.77,3,190.85,0.2,-21.47
4957,CA-2014-160262,2014-06-09,Mon,6,Q2,2014,6/13/2014,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,284,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",11.59,2,37.4,0.0,14.21
4955,CA-2014-160262,2014-06-09,Mon,6,Q2,2014,6/13/2014,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,284,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,1.91,7,18.06,0.0,4.7
4956,CA-2014-160262,2014-06-09,Mon,6,Q2,2014,6/13/2014,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,284,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,14.25,3,79.14,0.0,36.4
8920,CA-2014-160276,2014-04-02,Wed,4,Q2,2014,4/8/2014,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Virginia Beach,Virginia,23464,South,221,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,65.74,2,177.68,0.0,46.2
4656,CA-2014-160738,2014-05-05,Mon,5,Q2,2014,5/10/2014,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032,Central,483,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,20.64,2,45.25,0.2,3.96
5125,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,63.63,9,464.29,0.4,-108.33
5128,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,201.44,2,601.3,0.0,198.43
5126,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,5.28,7,68.46,0.0,31.49
5131,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,2.64,9,44.82,0.0,21.07
5127,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,356.99,4,2799.96,0.0,1371.98
5130,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,TEC-PH-10000526,Technology,Phones,Vtech CS6719,69.11,3,287.97,0.0,80.63
5129,CA-2014-160766,2014-09-14,Sun,9,Q3,2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,30,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,12.57,1,16.99,0.0,4.42
1320,CA-2014-160773,2014-07-01,Tue,7,Q3,2014,7/5/2014,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,263,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.47,6,5.18,0.7,-3.63
1319,CA-2014-160773,2014-07-01,Tue,7,Q3,2014,7/5/2014,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,263,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,251.96,2,575.92,0.2,71.99
9285,CA-2014-161032,2014-11-18,Tue,11,Q4,2014,11/23/2014,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Franklin,Wisconsin,53132,Central,57,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,116.57,3,392.94,0.0,43.22
7434,CA-2014-161249,2014-08-09,Sat,8,Q3,2014,8/13/2014,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,52,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,3.18,5,9.35,0.7,-6.54
7433,CA-2014-161249,2014-08-09,Sat,8,Q3,2014,8/13/2014,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,52,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",1.8,3,4.46,0.2,-0.95
8314,CA-2014-161508,2014-07-12,Sat,7,Q3,2014,7/16/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,517,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,175.67,3,512.36,0.3,-14.64
8316,CA-2014-161508,2014-07-12,Sat,7,Q3,2014,7/16/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,517,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,2.63,7,22.29,0.2,3.9
8315,CA-2014-161508,2014-07-12,Sat,7,Q3,2014,7/16/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,517,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,1.46,2,3.49,0.2,0.57
8317,CA-2014-161508,2014-07-12,Sat,7,Q3,2014,7/16/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,517,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,3.47,3,16.03,0.2,5.61
8341,CA-2014-161634,2014-11-14,Fri,11,Q4,2014,11/20/2014,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Chesapeake,Virginia,23320,South,338,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,3.37,5,32.4,0.0,15.55
7632,CA-2014-162089,2014-03-30,Sun,3,Q1,2014,4/1/2014,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,231,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",19.49,7,127.3,0.3,-9.09
7630,CA-2014-162089,2014-03-30,Sun,3,Q1,2014,4/1/2014,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,231,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,44.48,5,335.72,0.2,113.31
7631,CA-2014-162089,2014-03-30,Sun,3,Q1,2014,4/1/2014,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,231,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,23.39,7,251.94,0.2,88.18
4305,CA-2014-162278,2014-10-26,Sun,10,Q4,2014,10/30/2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,60,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,15.18,4,63.92,0.0,3.2
4306,CA-2014-162278,2014-10-26,Sun,10,Q4,2014,10/30/2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,60,TEC-PH-10000526,Technology,Phones,Vtech CS6719,69.11,5,383.96,0.2,38.4
2302,CA-2014-162362,2014-11-14,Fri,11,Q4,2014,11/18/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,375,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.47,4,11.52,0.0,5.64
2301,CA-2014-162362,2014-11-14,Fri,11,Q4,2014,11/18/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,375,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.12,3,12.72,0.0,6.36
2411,CA-2014-162684,2014-08-01,Fri,8,Q3,2014,8/6/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,75,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1.88,2,5.68,0.2,1.92
767,CA-2014-162775,2014-01-13,Mon,1,Q1,2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,193,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,0.98,3,5.64,0.0,2.71
765,CA-2014-162775,2014-01-13,Mon,1,Q1,2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,193,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,8.49,3,50.94,0.0,25.47
764,CA-2014-162775,2014-01-13,Mon,1,Q1,2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,193,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,3.01,2,11.36,0.0,5.34
768,CA-2014-162775,2014-01-13,Mon,1,Q1,2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,193,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,89.7,6,572.58,0.0,34.35
766,CA-2014-162775,2014-01-13,Mon,1,Q1,2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,193,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,64.67,6,646.74,0.0,258.7
2967,CA-2014-162866,2014-12-27,Sat,12,Q4,2014,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,302,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,8.79,6,32.95,0.6,-19.77
2968,CA-2014-162866,2014-12-27,Sat,12,Q4,2014,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,302,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,6.75,4,30.02,0.2,3.0
8794,CA-2014-162992,2014-12-19,Fri,12,Q4,2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,142,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,2.75,5,22.55,0.0,8.79
8793,CA-2014-162992,2014-12-19,Fri,12,Q4,2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,142,OFF-LA-10001934,Office Supplies,Labels,Avery 516,3.87,2,14.62,0.0,6.87
8795,CA-2014-162992,2014-12-19,Fri,12,Q4,2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,142,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,102.16,5,583.8,0.2,72.97
8796,CA-2014-162992,2014-12-19,Fri,12,Q4,2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,142,TEC-PH-10002085,Technology,Phones,Clarity 53712,48.83,4,211.17,0.2,15.84
2198,CA-2014-163013,2014-11-28,Fri,11,Q4,2014,12/4/2014,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,154,OFF-AR-10001954,Office Supplies,Art,Newell 331,3.57,3,14.67,0.0,3.96
4058,CA-2014-163034,2014-11-24,Mon,11,Q4,2014,11/28/2014,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Chicago,Illinois,60610,Central,27,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,130.86,5,646.2,0.2,-8.08
7587,CA-2014-163223,2014-03-21,Fri,3,Q1,2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,29,OFF-AR-10001573,Office Supplies,Art,American Pencil,1.65,4,9.32,0.0,2.7
7588,CA-2014-163223,2014-03-21,Fri,3,Q1,2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,29,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",21.31,3,122.94,0.0,59.01
7585,CA-2014-163223,2014-03-21,Fri,3,Q1,2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,29,OFF-LA-10004409,Office Supplies,Labels,Avery 492,1.56,5,14.4,0.0,6.62
7586,CA-2014-163223,2014-03-21,Fri,3,Q1,2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,29,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,20.9,3,122.97,0.0,60.26
7584,CA-2014-163223,2014-03-21,Fri,3,Q1,2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,29,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,369.99,7,3499.93,0.0,909.98
1280,CA-2014-163293,2014-09-08,Mon,9,Q3,2014,9/11/2014,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,258,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",13.42,4,83.88,0.0,30.2
1279,CA-2014-163293,2014-09-08,Mon,9,Q3,2014,9/11/2014,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,258,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,6.7,3,32.97,0.0,12.86
7339,CA-2014-163412,2014-12-20,Sat,12,Q4,2014,12/23/2014,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,46,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,51.96,3,192.19,0.1,36.3
984,CA-2014-163419,2014-11-11,Tue,11,Q4,2014,11/14/2014,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,128,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",105.69,5,603.92,0.2,75.49
